gene_name,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Herc4,Q6PAV2,HERC4_MOUSE,reviewed,Probable E3 ubiquitin-protein ligase HERC4 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 4) (HECT-type E3 ubiquitin transferase HERC4),Herc4,Mus musculus (Mouse),1057
Jmjd1c,Q69ZK6,JHD2C_MOUSE,reviewed,Probable JmjC domain-containing histone demethylation protein 2C (EC 1.14.11.-) (Jumonji domain-containing protein 1C),Jmjd1c Jhdm2c Kiaa1380,Mus musculus (Mouse),2350
Ank3,G5E8K5,ANK3_MOUSE,reviewed,Ankyrin-3 (ANK-3) (Ankyrin-G),Ank3,Mus musculus (Mouse),1961
Ipmk,Q7TT16,IPMK_MOUSE,reviewed,"Inositol polyphosphate multikinase (EC 2.7.1.140) (EC 2.7.1.151) (EC 2.7.1.153) (Inositol 1,3,4,6-tetrakisphosphate 5-kinase)",Ipmk Impk Ipk2,Mus musculus (Mouse),396
Zwint,Q9CQU5,ZWINT_MOUSE,reviewed,ZW10 interactor (ZW10-interacting protein 1) (Zwint-1),Zwint D10Ertd749e,Mus musculus (Mouse),252
Pttg1ip,Q8R143,PTTG_MOUSE,reviewed,Pituitary tumor-transforming gene 1 protein-interacting protein (Pituitary tumor-transforming gene protein-binding factor) (PBF) (PTTG-binding factor),Pttg1ip,Mus musculus (Mouse),174
Ube2g2,P60605,UB2G2_MOUSE,reviewed,Ubiquitin-conjugating enzyme E2 G2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme G2) (Ubiquitin carrier protein G2) (Ubiquitin-protein ligase G2),Ube2g2,Mus musculus (Mouse),165
Icosl,Q9JHJ8,ICOSL_MOUSE,reviewed,ICOS ligand (B7 homolog 2) (B7-H2) (B7-like protein Gl50) (B7-related protein 1) (B7RP-1) (LICOS) (CD antigen CD275),Icoslg B7h2 B7rp1 Icosl,Mus musculus (Mouse),322
Cdc34,Q8CFI2,UB2R1_MOUSE,reviewed,Ubiquitin-conjugating enzyme E2 R1 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme R1) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme R1) (Ubiquitin-conjugating enzyme E2-32 kDa complementing) (Ubiquitin-conjugating enzyme E2-CDC34) (Ubiquitin-protein ligase R1),Cdc34 Ubch3 Ube2r1,Mus musculus (Mouse),235
Bsg,P18572,BASI_MOUSE,reviewed,Basigin (Basic immunoglobulin superfamily) (HT7 antigen) (Membrane glycoprotein gp42) (CD antigen CD147),Bsg,Mus musculus (Mouse),389
Misp,Q9D279,MISP_MOUSE,reviewed,Mitotic interactor and substrate of PLK1 (Mitotic spindle positioning protein),Misp,Mus musculus (Mouse),648
Midn,Q3TPJ7,MIDN_MOUSE,reviewed,Midnolin (Midbrain nucleolar protein),Midn,Mus musculus (Mouse),465
Oaz1,P54369,OAZ1_MOUSE,reviewed,Ornithine decarboxylase antizyme 1 (ODC-Az),Oaz1 Oaz,Mus musculus (Mouse),227
Eef2,P58252,EF2_MOUSE,reviewed,Elongation factor 2 (EF-2),Eef2,Mus musculus (Mouse),858
Dapk3,O54784,DAPK3_MOUSE,reviewed,Death-associated protein kinase 3 (DAP kinase 3) (EC 2.7.11.1) (DAP-like kinase) (Dlk) (MYPT1 kinase) (ZIP-kinase),Dapk3 Zipk,Mus musculus (Mouse),448
Arl1,P61211,ARL1_MOUSE,reviewed,ADP-ribosylation factor-like protein 1,Arl1,Mus musculus (Mouse),181
Slc5a8,Q8BYF6,SC5A8_MOUSE,reviewed,Sodium-coupled monocarboxylate transporter 1 (Electrogenic sodium monocarboxylate cotransporter) (Solute carrier family 5 member 8),Slc5a8 Smct Smct1,Mus musculus (Mouse),611
Tmcc3,Q8R310,TMCC3_MOUSE,reviewed,Transmembrane and coiled-coil domain protein 3,Tmcc3,Mus musculus (Mouse),477
Eea1,Q8BL66,EEA1_MOUSE,reviewed,Early endosome antigen 1,Eea1,Mus musculus (Mouse),1411
Btg1,P62325,BTG1_MOUSE,reviewed,Protein BTG1 (B-cell translocation gene 1 protein),Btg1,Mus musculus (Mouse),171
Galnt4,O08832,GALT4_MOUSE,reviewed,Polypeptide N-acetylgalactosaminyltransferase 4 (EC 2.4.1.41) (Polypeptide GalNAc transferase 4) (GalNAc-T4) (pp-GaNTase 4) (Protein-UDP acetylgalactosaminyltransferase 4) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 4),Galnt4,Mus musculus (Mouse),578
Poc1b,Q8BHD1,POC1B_MOUSE,reviewed,POC1 centriolar protein homolog B (WD repeat-containing protein 51B),Poc1b Wdr51b,Mus musculus (Mouse),476
Mgat4c,Q9D306,MGT4C_MOUSE,reviewed,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase C (EC 2.4.1.145) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase IVc) (GnT-IVc) (N-acetylglucosaminyltransferase IVc) (UDP-N-acetylglucosamine: alpha-1,3-D-mannoside beta-1,4-N-acetylglucosaminyltransferase IVc)",Mgat4c,Mus musculus (Mouse),478
Ppp1r12a,Q9DBR7,MYPT1_MOUSE,reviewed,Protein phosphatase 1 regulatory subunit 12A (Myosin phosphatase-targeting subunit 1) (Myosin phosphatase target subunit 1),Ppp1r12a Mypt1,Mus musculus (Mouse),1029
Csrp2,P97314,CSRP2_MOUSE,reviewed,Cysteine and glycine-rich protein 2 (Cysteine-rich protein 2) (CRP2) (Double LIM protein 1) (DLP-1),Csrp2 Dlp1,Mus musculus (Mouse),193
Osbpl8,B9EJ86,OSBL8_MOUSE,reviewed,Oxysterol-binding protein-related protein 8 (ORP-8) (OSBP-related protein 8),Osbpl8 Kiaa1451 Orp8,Mus musculus (Mouse),889
Tspan8,Q8R3G9,TSN8_MOUSE,reviewed,Tetraspanin-8 (Tspan-8),Tspan8,Mus musculus (Mouse),235
Cpm,Q80V42,CBPM_MOUSE,reviewed,Carboxypeptidase M (CPM) (EC 3.4.17.12),Cpm,Mus musculus (Mouse),443
Tmbim4,Q9DA39,LFG4_MOUSE,reviewed,Protein lifeguard 4 (Transmembrane BAX inhibitor motif-containing protein 4) (Z-protein),Tmbim4 Lfg4,Mus musculus (Mouse),238
Lrig3,Q6P1C6,LRIG3_MOUSE,reviewed,Leucine-rich repeats and immunoglobulin-like domains protein 3 (LIG-3),Lrig3 Kiaa3016,Mus musculus (Mouse),1117
Myo1a,O88329,MYO1A_MOUSE,reviewed,Unconventional myosin-Ia (Brush border myosin I) (BBM-I) (BBMI) (Myosin I heavy chain) (MIHC),Myo1a Bbmi Myhl,Mus musculus (Mouse),1043
Rdh16,O54909,RDH16_MOUSE,reviewed,Retinol dehydrogenase 16 (EC 1.1.1.105) (EC 1.1.1.209) (EC 1.1.1.315) (EC 1.1.1.53) (Cis-retinol androgen dehydrogenase 1),Rdh16 Crad Crad1 Rdh1 Rdh6,Mus musculus (Mouse),317
Atp5b,P56480,ATPB_MOUSE,reviewed,"ATP synthase subunit beta, mitochondrial (EC 7.1.2.2) (ATP synthase F1 subunit beta)",Atp5f1b Atp5b,Mus musculus (Mouse),529
Baz2a,Q91YE5,BAZ2A_MOUSE,reviewed,Bromodomain adjacent to zinc finger domain protein 2A (Transcription termination factor I-interacting protein 5) (TTF-I-interacting protein 5) (Tip5),Baz2a Kiaa0314 Tip5,Mus musculus (Mouse),1889
Stat2,Q9WVL2,STAT2_MOUSE,reviewed,Signal transducer and activator of transcription 2,Stat2,Mus musculus (Mouse),923
Vta1,Q9CR26,VTA1_MOUSE,reviewed,Vacuolar protein sorting-associated protein VTA1 homolog (SKD1-binding protein 1) (SBP1),Vta1,Mus musculus (Mouse),309
Tnfaip3,Q60769,TNAP3_MOUSE,reviewed,Tumor necrosis factor alpha-induced protein 3 (TNF alpha-induced protein 3) (EC 2.3.2.-) (EC 3.4.19.12) (Putative DNA-binding protein A20) (Zinc finger protein A20),Tnfaip3 Tnfip3,Mus musculus (Mouse),775
Rps12,P63323,RS12_MOUSE,reviewed,40S ribosomal protein S12,Rps12,Mus musculus (Mouse),132
Foxo3,Q9WVH4,FOXO3_MOUSE,reviewed,Forkhead box protein O3,Foxo3 Fkhr2 Foxo3a,Mus musculus (Mouse),672
Aim1,O70126,AURKB_MOUSE,reviewed,Aurora kinase B (EC 2.7.11.1) (Aurora 1) (Aurora- and IPL1-like midbody-associated protein 1) (Aurora/IPL1-related kinase 2) (ARK-2) (Aurora-related kinase 2) (STK-1) (Serine/threonine-protein kinase 12) (Serine/threonine-protein kinase 5) (Serine/threonine-protein kinase aurora-B),Aurkb Aik2 Aim1 Airk2 Ark2 Stk1 Stk12 Stk5,Mus musculus (Mouse),345
Aim1,P58355,S45A2_MOUSE,reviewed,Membrane-associated transporter protein (Melanoma antigen AIM1) (Protein AIM-1) (Protein underwhite) (Solute carrier family 45 member 2),Slc45a2 Aim1 Matp uw,Mus musculus (Mouse),530
Prdm1,Q60636,PRDM1_MOUSE,reviewed,PR domain zinc finger protein 1 (EC 2.1.1.-) (B lymphocyte-induced maturation protein 1) (Blimp-1) (Beta-interferon gene positive regulatory domain I-binding factor) (PR domain-containing protein 1),Prdm1 Blimp1,Mus musculus (Mouse),856
Mcu,Q3UMR5,MCU_MOUSE,reviewed,"Calcium uniporter protein, mitochondrial",Mcu,Mus musculus (Mouse),350
Ddit4,Q9D3F7,DDIT4_MOUSE,reviewed,DNA damage-inducible transcript 4 protein (Dexamethasone-induced gene 2 protein) (HIF-1 responsive protein RTP801) (Protein regulated in development and DNA damage response 1) (REDD-1),Ddit4 Dig2 Redd1 Rtp801,Mus musculus (Mouse),229
Unc5b,Q8K1S3,UNC5B_MOUSE,reviewed,Netrin receptor UNC5B (Protein unc-5 homolog 2) (Protein unc-5 homolog B),Unc5b Unc5h2,Mus musculus (Mouse),945
Eif4ebp2,P70445,4EBP2_MOUSE,reviewed,Eukaryotic translation initiation factor 4E-binding protein 2 (4E-BP2) (eIF4E-binding protein 2) (Phosphorylated heat- and acid-stable protein regulated by insulin 2) (PHAS-II),Eif4ebp2,Mus musculus (Mouse),120
Tspan15,F7BWT7,TSN15_MOUSE,reviewed,Tetraspanin-15 (Tspan-15) (Transmembrane 4 superfamily member 15),Tspan15,Mus musculus (Mouse),294
Reep3,Q99KK1,REEP3_MOUSE,reviewed,Receptor expression-enhancing protein 3,Reep3 D10Ucla1,Mus musculus (Mouse),254
Gucd1,Q8BZI6,GUCD1_MOUSE,reviewed,Protein GUCD1 (Guanylyl cyclase domain-containing protein 1) (Protein LLN4),Gucd1,Mus musculus (Mouse),239
Pfkl,P12382,PFKAL_MOUSE,reviewed,"ATP-dependent 6-phosphofructokinase, liver type (ATP-PFK) (PFK-L) (EC 2.7.1.11) (6-phosphofructokinase type B) (Phosphofructo-1-kinase isozyme B) (PFK-B) (Phosphohexokinase)",Pfkl Pfk-l Pfkb,Mus musculus (Mouse),780
Plpp2,Q9DAX2,PLPP2_MOUSE,reviewed,Phospholipid phosphatase 2 (EC 3.1.3.-) (EC 3.1.3.4) (Lipid phosphate phosphohydrolase 2) (PAP2-gamma) (PAP2-G) (Phosphatidate phosphohydrolase type 2c) (Phosphatidic acid phosphatase 2c) (PAP-2c) (PAP2c),Plpp2 Lpp2 Ppap2c,Mus musculus (Mouse),276
Mier2,Q3U3N0,MIER2_MOUSE,reviewed,Mesoderm induction early response protein 2 (Mi-er2),Mier2 Kiaa1193,Mus musculus (Mouse),541
R3hdm4,Q4VBF2,R3HD4_MOUSE,reviewed,R3H domain-containing protein 4,R3hdm4,Mus musculus (Mouse),262
Sbno2,Q7TNB8,SBNO2_MOUSE,reviewed,Protein strawberry notch homolog 2,Sbno2 Sno Stno,Mus musculus (Mouse),1349
Rexo1,Q7TT28,REXO1_MOUSE,reviewed,RNA exonuclease 1 homolog (EC 3.1.-.-) (Transcription elongation factor B polypeptide 3-binding protein 1),Rexo1 Kiaa1138 Tceb3bp1,Mus musculus (Mouse),1213
Mknk2,Q8CDB0,MKNK2_MOUSE,reviewed,MAP kinase-interacting serine/threonine-protein kinase 2 (EC 2.7.11.1) (MAP kinase signal-integrating kinase 2) (MAPK signal-integrating kinase 2) (Mnk2),Mknk2 Mnk2,Mus musculus (Mouse),459
Ncln,Q8VCM8,NCLN_MOUSE,reviewed,Nicalin (Nicastrin-like protein),Ncln,Mus musculus (Mouse),563
Gna11,P21278,GNA11_MOUSE,reviewed,Guanine nucleotide-binding protein subunit alpha-11 (G alpha-11) (G-protein subunit alpha-11),Gna11 Gna-11,Mus musculus (Mouse),359
Appl2,Q8K3G9,DP13B_MOUSE,reviewed,"DCC-interacting protein 13-beta (Dip13-beta) (Adapter protein containing PH domain, PTB domain and leucine zipper motif 2)",Appl2 Dip13b Dip3b,Mus musculus (Mouse),662
Rtcb,Q99LF4,RTCB_MOUSE,reviewed,RNA-splicing ligase RtcB homolog (EC 6.5.1.8) (3'-phosphate/5'-hydroxy nucleic acid ligase) (Focal adhesion-associated protein) (FAAP),Rtcb D10Wsu52e,Mus musculus (Mouse),505
Slc25a3,Q8VEM8,MPCP_MOUSE,reviewed,"Phosphate carrier protein, mitochondrial (Phosphate transport protein) (PTP) (Solute carrier family 25 member 3)",Slc25a3,Mus musculus (Mouse),357
Socs2,O35717,SOCS2_MOUSE,reviewed,Suppressor of cytokine signaling 2 (SOCS-2) (Cytokine-inducible SH2 protein 2) (CIS-2),Socs2 Cis2 Cish2,Mus musculus (Mouse),198
Nudt4,Q8R2U6,NUDT4_MOUSE,reviewed,"Diphosphoinositol polyphosphate phosphohydrolase 2 (DIPP-2) (EC 3.6.1.52) (Diadenosine 5',5'''-P1,P6-hexaphosphate hydrolase 2) (EC 3.6.1.-) (Nucleoside diphosphate-linked moiety X motif 4) (Nudix motif 4)",Nudt4 Dipp2,Mus musculus (Mouse),179
Zdhhc17,Q80TN5,ZDH17_MOUSE,reviewed,Palmitoyltransferase ZDHHC17 (EC 2.3.1.225) (Huntingtin-interacting protein 14) (Zinc finger DHHC domain-containing protein 17) (DHHC-17),Zdhhc17 Hip14 Kiaa0946,Mus musculus (Mouse),632
Rap1b,Q99JI6,RAP1B_MOUSE,reviewed,Ras-related protein Rap-1b (GTP-binding protein smg p21B),Rap1b,Mus musculus (Mouse),184
Hmga2,P52927,HMGA2_MOUSE,reviewed,High mobility group protein HMGI-C (High mobility group AT-hook protein 2),Hmga2 Hmgic,Mus musculus (Mouse),108
Tbc1d30,Q69ZT9,TBC30_MOUSE,reviewed,TBC1 domain family member 30,Tbc1d30 Kiaa0984,Mus musculus (Mouse),766
Rassf3,Q99P51,RASF3_MOUSE,reviewed,Ras association domain-containing protein 3,Rassf3,Mus musculus (Mouse),232
Srgap1,Q91Z69,SRGP1_MOUSE,reviewed,SLIT-ROBO Rho GTPase-activating protein 1 (srGAP1) (Rho GTPase-activating protein 13),Srgap1 Arhgap13,Mus musculus (Mouse),1062
Lrp1,Q91ZX7,LRP1_MOUSE,reviewed,Prolow-density lipoprotein receptor-related protein 1 (LRP-1) (Alpha-2-macroglobulin receptor) (A2MR) (CD antigen CD91) [Cleaved into: Low-density lipoprotein receptor-related protein 1 85 kDa subunit (LRP-85); Low-density lipoprotein receptor-related protein 1 515 kDa subunit (LRP-515); Low-density lipoprotein receptor-related protein 1 intracellular domain (LRPICD)],Lrp1 A2mr,Mus musculus (Mouse),4545
Erbb3,Q61526,ERBB3_MOUSE,reviewed,Receptor tyrosine-protein kinase erbB-3 (EC 2.7.10.1) (Glial growth factor receptor) (Proto-oncogene-like protein c-ErbB-3),Erbb3,Mus musculus (Mouse),1339
Suox,Q8R086,SUOX_MOUSE,reviewed,"Sulfite oxidase, mitochondrial (EC 1.8.3.1)",Suox,Mus musculus (Mouse),546
Dgka,O88673,DGKA_MOUSE,reviewed,Diacylglycerol kinase alpha (DAG kinase alpha) (EC 2.7.1.107) (80 kDa diacylglycerol kinase) (Diglyceride kinase alpha) (DGK-alpha),Dgka Dagk1,Mus musculus (Mouse),730
Mettl7b,Q9DD20,MET7B_MOUSE,reviewed,Methyltransferase-like protein 7B (EC 2.1.1.-),Mettl7b,Mus musculus (Mouse),244
Ykt6,Q9CQW1,YKT6_MOUSE,reviewed,Synaptobrevin homolog YKT6 (EC 2.3.1.-),Ykt6,Mus musculus (Mouse),198
Ogdh,Q60597,ODO1_MOUSE,reviewed,"2-oxoglutarate dehydrogenase, mitochondrial (EC 1.2.4.2) (2-oxoglutarate dehydrogenase complex component E1) (OGDC-E1) (Alpha-ketoglutarate dehydrogenase)",Ogdh Kiaa4192,Mus musculus (Mouse),1023
Upp1,P52624,UPP1_MOUSE,reviewed,Uridine phosphorylase 1 (UPase 1) (UrdPase 1) (EC 2.4.2.3),Upp1 Up Upp,Mus musculus (Mouse),311
Egfr,Q01279,EGFR_MOUSE,reviewed,Epidermal growth factor receptor (EC 2.7.10.1),Egfr,Mus musculus (Mouse),1210
Rab1a,P62821,RAB1A_MOUSE,reviewed,Ras-related protein Rab-1A (YPT1-related protein),Rab1A Rab1,Mus musculus (Mouse),205
Vps54,Q5SPW0,VPS54_MOUSE,reviewed,Vacuolar protein sorting-associated protein 54 (Tumor antigen SLP-8p homolog),Vps54,Mus musculus (Mouse),977
Rtn4,Q99P72,RTN4_MOUSE,reviewed,Reticulon-4 (Neurite outgrowth inhibitor) (Nogo protein),Rtn4 Kiaa0886 Nogo,Mus musculus (Mouse),1162
Cpeb4,Q7TN98,CPEB4_MOUSE,reviewed,Cytoplasmic polyadenylation element-binding protein 4 (CPE-BP4) (CPE-binding protein 4) (mCPEB-4),Cpeb4 Kiaa1673,Mus musculus (Mouse),729
Stk10,O55098,STK10_MOUSE,reviewed,Serine/threonine-protein kinase 10 (EC 2.7.11.1) (Lymphocyte-oriented kinase),Stk10 Lok,Mus musculus (Mouse),966
Pank3,Q8R2W9,PANK3_MOUSE,reviewed,Pantothenate kinase 3 (mPanK3) (EC 2.7.1.33) (Pantothenic acid kinase 3),Pank3,Mus musculus (Mouse),370
Pwwp2a,Q69Z61,PWP2A_MOUSE,reviewed,PWWP domain-containing protein 2A,Pwwp2a Kiaa1935,Mus musculus (Mouse),730
Clint1,Q99KN9,EPN4_MOUSE,reviewed,Clathrin interactor 1 (Enthoprotin) (Epsin-4) (Epsin-related protein) (EpsinR),Clint1 Enth Epn4 Epnr Kiaa0171,Mus musculus (Mouse),631
Gnb2l1,P68040,RACK1_MOUSE,reviewed,"Receptor of activated protein C kinase 1 (12-3) (Guanine nucleotide-binding protein subunit beta-2-like 1) (Receptor for activated C kinase) (Receptor of activated protein kinase C 1) (p205) [Cleaved into: Receptor of activated protein C kinase 1, N-terminally processed (Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed)]",Rack1 Gnb2-rs1 Gnb2l1,Mus musculus (Mouse),317
Vdac1,Q60932,VDAC1_MOUSE,reviewed,Voltage-dependent anion-selective channel protein 1 (VDAC-1) (mVDAC1) (Outer mitochondrial membrane protein porin 1) (Plasmalemmal porin) (Voltage-dependent anion-selective channel protein 5) (VDAC-5) (mVDAC5),Vdac1 Vdac5,Mus musculus (Mouse),296
Aff4,Q9ESC8,AFF4_MOUSE,reviewed,AF4/FMR2 family member 4,Aff4 Alf4,Mus musculus (Mouse),1160
Irf1,P15314,IRF1_MOUSE,reviewed,Interferon regulatory factor 1 (IRF-1),Irf1,Mus musculus (Mouse),329
Fnip1,Q68FD7,FNIP1_MOUSE,reviewed,Folliculin-interacting protein 1,Fnip1 Kiaa1961,Mus musculus (Mouse),1165
Hint1,P70349,HINT1_MOUSE,reviewed,Histidine triad nucleotide-binding protein 1 (EC 3.-.-.-) (Adenosine 5'-monophosphoramidase) (Protein kinase C inhibitor 1) (Protein kinase C-interacting protein 1) (PKCI-1),Hint1 Hint Pkci Pkci1 Prkcnh1,Mus musculus (Mouse),126
Slc36a1,Q8K4D3,S36A1_MOUSE,reviewed,Proton-coupled amino acid transporter 1 (Proton/amino acid transporter 1) (Solute carrier family 36 member 1),Slc36a1 Pat1,Mus musculus (Mouse),475
Lypd8,Q9D7S0,LYPD8_MOUSE,reviewed,Ly6/PLAUR domain-containing protein 8,Lypd8,Mus musculus (Mouse),255
Mprip,P97434,MPRIP_MOUSE,reviewed,Myosin phosphatase Rho-interacting protein (Rho-interacting protein 3) (RIP3) (p116Rip),Mprip Kiaa0864 Mrip Rhoip3,Mus musculus (Mouse),1024
Dhrs7b,Q99J47,DRS7B_MOUSE,reviewed,Dehydrogenase/reductase SDR family member 7B (EC 1.1.-.-) (Short-chain dehydrogenase/reductase family 32C member 1),Dhrs7b Sdr32c1,Mus musculus (Mouse),323
Map2k3,O09110,MP2K3_MOUSE,reviewed,Dual specificity mitogen-activated protein kinase kinase 3 (MAP kinase kinase 3) (MAPKK 3) (EC 2.7.12.2) (MAPK/ERK kinase 3) (MEK 3),Map2k3 Mkk3 Prkmk3,Mus musculus (Mouse),347
Specc1,Q5SXY1,CYTSB_MOUSE,reviewed,Cytospin-B (Sperm antigen with calponin homology and coiled-coil domains 1),Specc1 Cytsb Kiaa4061,Mus musculus (Mouse),1067
Pmp22,P16646,PMP22_MOUSE,reviewed,Peripheral myelin protein 22 (PMP-22) (Growth arrest-specific protein 3) (GAS-3),Pmp22 Gas-3 Gas3 Pmp-22,Mus musculus (Mouse),161
Pmp22,P42925,PXMP2_MOUSE,reviewed,Peroxisomal membrane protein 2 (22 kDa peroxisomal membrane protein),Pxmp2 Pmp22,Mus musculus (Mouse),194
Sco1,Q5SUC9,SCO1_MOUSE,reviewed,"Protein SCO1 homolog, mitochondrial",Sco1,Mus musculus (Mouse),284
Per1,O35973,PER1_MOUSE,reviewed,Period circadian protein homolog 1 (mPER1) (Circadian clock protein PERIOD 1) (Circadian pacemaker protein Rigui),Per1 Per Rigui,Mus musculus (Mouse),1291
Trappc1,Q5NCF2,TPPC1_MOUSE,reviewed,Trafficking protein particle complex subunit 1,Trappc1,Mus musculus (Mouse),145
Fxr2,Q9WVR4,FXR2_MOUSE,reviewed,Fragile X mental retardation syndrome-related protein 2,Fxr2 Fxr2h,Mus musculus (Mouse),673
Neurl4,Q5NCX5,NEUL4_MOUSE,reviewed,Neuralized-like protein 4,Neurl4 Kiaa1787,Mus musculus (Mouse),1563
Cldn7,Q9Z261,CLD7_MOUSE,reviewed,Claudin-7,Cldn7,Mus musculus (Mouse),211
Rnf167,Q91XF4,RN167_MOUSE,reviewed,E3 ubiquitin-protein ligase RNF167 (EC 2.3.2.27) (RING finger protein 167) (RING-type E3 ubiquitin transferase RNF167),Rnf167,Mus musculus (Mouse),347
Eno3,P21550,ENOB_MOUSE,reviewed,Beta-enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (Enolase 3) (Muscle-specific enolase) (MSE) (Skeletal muscle enolase),Eno3 Eno-3,Mus musculus (Mouse),434
Mybbp1a,Q7TPV4,MBB1A_MOUSE,reviewed,Myb-binding protein 1A (Myb-binding protein of 160 kDa),Mybbp1a P160,Mus musculus (Mouse),1344
Zzef1,Q5SSH7,ZZEF1_MOUSE,reviewed,Zinc finger ZZ-type and EF-hand domain-containing protein 1,Zzef1 Kiaa0399,Mus musculus (Mouse),2924
Atp2a3,Q64518,AT2A3_MOUSE,reviewed,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 (SERCA3) (SR Ca(2+)-ATPase 3) (EC 7.2.2.10) (Calcium pump 3),Atp2a3,Mus musculus (Mouse),1038
Trpv3,Q8K424,TRPV3_MOUSE,reviewed,Transient receptor potential cation channel subfamily V member 3 (TrpV3),Trpv3,Mus musculus (Mouse),791
Mnt,O08789,MNT_MOUSE,reviewed,Max-binding protein MNT (Myc antagonist MNT) (Protein ROX),Mnt Rox,Mus musculus (Mouse),591
Tsr1,Q5SWD9,TSR1_MOUSE,reviewed,Pre-rRNA-processing protein TSR1 homolog,Tsr1 Kiaa1401,Mus musculus (Mouse),803
Pitpna,P53810,PIPNA_MOUSE,reviewed,Phosphatidylinositol transfer protein alpha isoform (PI-TP-alpha) (PtdIns transfer protein alpha) (PtdInsTP alpha),Pitpna Pitpn,Mus musculus (Mouse),271
Myo1c,Q9WTI7,MYO1C_MOUSE,reviewed,Unconventional myosin-Ic (Myosin I beta) (MMI-beta) (MMIb),Myo1c,Mus musculus (Mouse),1063
Crk,Q64010,CRK_MOUSE,reviewed,Adapter molecule crk (Proto-oncogene c-Crk) (p38),Crk Crko,Mus musculus (Mouse),304
Tmigd1,Q9D7L8,TMIG1_MOUSE,reviewed,Transmembrane and immunoglobulin domain-containing protein 1,Tmigd1 Tmigd,Mus musculus (Mouse),261
Sdf2,Q9DCT5,SDF2_MOUSE,reviewed,Stromal cell-derived factor 2 (SDF-2),Sdf2,Mus musculus (Mouse),211
Pigs,Q6PD26,PIGS_MOUSE,reviewed,GPI transamidase component PIG-S (Phosphatidylinositol-glycan biosynthesis class S protein),Pigs,Mus musculus (Mouse),555
Slc46a1,Q6PEM8,PCFT_MOUSE,reviewed,Proton-coupled folate transporter (Heme carrier protein 1) (PCFT/HCP1) (Solute carrier family 46 member 1),Slc46a1 D11Ertd18e Hcp1 Pcft,Mus musculus (Mouse),459
Nos2,P29477,NOS2_MOUSE,reviewed,"Nitric oxide synthase, inducible (EC 1.14.13.39) (Inducible NO synthase) (Inducible NOS) (iNOS) (Macrophage NOS) (MAC-NOS) (NOS type II) (Peptidyl-cysteine S-nitrosylase NOS2)",Nos2 Inosl,Mus musculus (Mouse),1144
Nos2,P60322,NANO2_MOUSE,reviewed,Nanos homolog 2 (NOS-2),Nanos2 Nos2,Mus musculus (Mouse),136
Tmem98,Q91X86,TMM98_MOUSE,reviewed,Transmembrane protein 98,Tmem98,Mus musculus (Mouse),226
Acaca,Q5SWU9,ACACA_MOUSE,reviewed,Acetyl-CoA carboxylase 1 (ACC1) (EC 6.4.1.2) (ACC-alpha) (Acetyl-CoA carboxylase 265),Acaca Acac Gm738,Mus musculus (Mouse),2345
Car4,Q64444,CAH4_MOUSE,reviewed,Carbonic anhydrase 4 (EC 4.2.1.1) (Carbonate dehydratase IV) (Carbonic anhydrase IV) (CA-IV),Ca4 Car4,Mus musculus (Mouse),305
Trim25,Q61510,TRI25_MOUSE,reviewed,E3 ubiquitin/ISG15 ligase TRIM25 (EC 6.3.2.n3) (Estrogen-responsive finger protein) (RING-type E3 ubiquitin transferase) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM25) (Tripartite motif-containing protein 25) (Ubiquitin/ISG15-conjugating enzyme TRIM25) (Zinc finger protein 147),Trim25 Efp Zfp147 Znf147,Mus musculus (Mouse),634
Cox11,Q6P8I6,COX11_MOUSE,reviewed,"Cytochrome c oxidase assembly protein COX11, mitochondrial",Cox11,Mus musculus (Mouse),275
Spag9,Q58A65,JIP4_MOUSE,reviewed,C-Jun-amino-terminal kinase-interacting protein 4 (JIP-4) (JNK-interacting protein 4) (JNK-associated leucine-zipper protein) (JLP) (JNK/SAPK-associated protein 2) (JSAP2) (Mitogen-activated protein kinase 8-interacting protein 4) (Sperm-associated antigen 9),Spag9 Jip4 Jsap2 Kiaa0516 Mapk8ip4,Mus musculus (Mouse),1321
Tob1,Q61471,TOB1_MOUSE,reviewed,Protein Tob1 (Transducer of erbB-2 1),Tob1 Tob Trob,Mus musculus (Mouse),362
Ppp1r9b,Q6R891,NEB2_MOUSE,reviewed,Neurabin-2 (Neurabin-II) (Protein phosphatase 1 regulatory subunit 9B) (Spinophilin),Ppp1r9b,Mus musculus (Mouse),817
Ttll6,A4Q9E8,TTLL6_MOUSE,reviewed,Tubulin polyglutamylase TTLL6 (EC 6.-.-.-) (Tubulin--tyrosine ligase-like protein 6),Ttll6,Mus musculus (Mouse),822
